Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated
NCT02867592,"Adrenal Cortical Carcinoma; Alveolar Soft Part Sarcoma; Central Nervous System Neoplasm; Childhood Clear Cell Sarcoma of Soft Tissue; Clear Cell Sarcoma of Soft Tissue; Ewing Sarcoma; Hepatoblastoma; Hepatocellular Carcinoma; Osteosarcoma; Recurrent Adrenal Cortical Carcinoma; Recurrent Alveolar Soft Part Sarcoma; Recurrent Clear Cell Sarcoma of Soft Tissue; Recurrent Ewing Sarcoma; Recurrent Hepatoblastoma; Recurrent Hepatocellular Carcinoma; Recurrent Kidney Wilms Tumor; Recurrent Malignant Solid Neoplasm; Recurrent Osteosarcoma; Recurrent Primary Malignant Central Nervous System Neoplasm; Recurrent Renal Cell Carcinoma; Recurrent Rhabdomyosarcoma; Recurrent Soft Tissue Sarcoma; Recurrent Thyroid Gland Medullary Carcinoma; Refractory Adrenal Cortical Carcinoma; Refractory Alveolar Soft Part Sarcoma; Refractory Clear Cell Sarcoma of Soft Tissue; Refractory Ewing Sarcoma; Refractory Hepatoblastoma; Refractory Hepatocellular Carcinoma; Refractory Malignant Solid Neoplasm; Refractory Osteosarcoma; Refractory Primary Central Nervous System Neoplasm; Refractory Primary Malignant Central Nervous System Neoplasm; Refractory Renal Cell Carcinoma; Refractory Rhabdomyosarcoma; Refractory Soft Tissue Sarcoma; Refractory Thyroid Gland Medullary Carcinoma; Refractory Wilms Tumor; Renal Cell Carcinoma; Rhabdomyosarcoma; Soft Tissue Sarcoma; Solid Neoplasm; Thyroid Gland Medullary Carcinoma; Wilms Tumor; Adrenocortical Carcinoma; Sarcoma, Alveolar Soft Part; Central Nervous System Neoplasms; Sarcoma, Clear Cell; Sarcoma, Ewing; Hepatoblastoma; Carcinoma, Hepatocellular; Osteosarcoma; Wilms Tumor; Carcinoma, Renal Cell; Rhabdomyosarcoma; Sarcoma; Carcinoma, Medullary",Osteosarcoma,"Cabozantinib, Cabozantinib S-malate, Pharmacological Study",35.86,18.96,53.13,29.0,,,,,,2026-03-25
NCT02867592,"Adrenal Cortical Carcinoma; Alveolar Soft Part Sarcoma; Central Nervous System Neoplasm; Childhood Clear Cell Sarcoma of Soft Tissue; Clear Cell Sarcoma of Soft Tissue; Ewing Sarcoma; Hepatoblastoma; Hepatocellular Carcinoma; Osteosarcoma; Recurrent Adrenal Cortical Carcinoma; Recurrent Alveolar Soft Part Sarcoma; Recurrent Clear Cell Sarcoma of Soft Tissue; Recurrent Ewing Sarcoma; Recurrent Hepatoblastoma; Recurrent Hepatocellular Carcinoma; Recurrent Kidney Wilms Tumor; Recurrent Malignant Solid Neoplasm; Recurrent Osteosarcoma; Recurrent Primary Malignant Central Nervous System Neoplasm; Recurrent Renal Cell Carcinoma; Recurrent Rhabdomyosarcoma; Recurrent Soft Tissue Sarcoma; Recurrent Thyroid Gland Medullary Carcinoma; Refractory Adrenal Cortical Carcinoma; Refractory Alveolar Soft Part Sarcoma; Refractory Clear Cell Sarcoma of Soft Tissue; Refractory Ewing Sarcoma; Refractory Hepatoblastoma; Refractory Hepatocellular Carcinoma; Refractory Malignant Solid Neoplasm; Refractory Osteosarcoma; Refractory Primary Central Nervous System Neoplasm; Refractory Primary Malignant Central Nervous System Neoplasm; Refractory Renal Cell Carcinoma; Refractory Rhabdomyosarcoma; Refractory Soft Tissue Sarcoma; Refractory Thyroid Gland Medullary Carcinoma; Refractory Wilms Tumor; Renal Cell Carcinoma; Rhabdomyosarcoma; Soft Tissue Sarcoma; Solid Neoplasm; Thyroid Gland Medullary Carcinoma; Wilms Tumor; Adrenocortical Carcinoma; Sarcoma, Alveolar Soft Part; Central Nervous System Neoplasms; Sarcoma, Clear Cell; Sarcoma, Ewing; Hepatoblastoma; Carcinoma, Hepatocellular; Osteosarcoma; Wilms Tumor; Carcinoma, Renal Cell; Rhabdomyosarcoma; Sarcoma; Carcinoma, Medullary",Rare Tumors,"Cabozantinib, Cabozantinib S-malate, Pharmacological Study",34.78,16.63,53.71,23.0,,,,,13.04,2026-03-25
NCT02867592,"Adrenal Cortical Carcinoma; Alveolar Soft Part Sarcoma; Central Nervous System Neoplasm; Childhood Clear Cell Sarcoma of Soft Tissue; Clear Cell Sarcoma of Soft Tissue; Ewing Sarcoma; Hepatoblastoma; Hepatocellular Carcinoma; Osteosarcoma; Recurrent Adrenal Cortical Carcinoma; Recurrent Alveolar Soft Part Sarcoma; Recurrent Clear Cell Sarcoma of Soft Tissue; Recurrent Ewing Sarcoma; Recurrent Hepatoblastoma; Recurrent Hepatocellular Carcinoma; Recurrent Kidney Wilms Tumor; Recurrent Malignant Solid Neoplasm; Recurrent Osteosarcoma; Recurrent Primary Malignant Central Nervous System Neoplasm; Recurrent Renal Cell Carcinoma; Recurrent Rhabdomyosarcoma; Recurrent Soft Tissue Sarcoma; Recurrent Thyroid Gland Medullary Carcinoma; Refractory Adrenal Cortical Carcinoma; Refractory Alveolar Soft Part Sarcoma; Refractory Clear Cell Sarcoma of Soft Tissue; Refractory Ewing Sarcoma; Refractory Hepatoblastoma; Refractory Hepatocellular Carcinoma; Refractory Malignant Solid Neoplasm; Refractory Osteosarcoma; Refractory Primary Central Nervous System Neoplasm; Refractory Primary Malignant Central Nervous System Neoplasm; Refractory Renal Cell Carcinoma; Refractory Rhabdomyosarcoma; Refractory Soft Tissue Sarcoma; Refractory Thyroid Gland Medullary Carcinoma; Refractory Wilms Tumor; Renal Cell Carcinoma; Rhabdomyosarcoma; Soft Tissue Sarcoma; Solid Neoplasm; Thyroid Gland Medullary Carcinoma; Wilms Tumor; Adrenocortical Carcinoma; Sarcoma, Alveolar Soft Part; Central Nervous System Neoplasms; Sarcoma, Clear Cell; Sarcoma, Ewing; Hepatoblastoma; Carcinoma, Hepatocellular; Osteosarcoma; Wilms Tumor; Carcinoma, Renal Cell; Rhabdomyosarcoma; Sarcoma; Carcinoma, Medullary",Rhabdomyosarcoma,"Cabozantinib, Cabozantinib S-malate, Pharmacological Study",25.0,6.01,50.48,13.0,,,,,0.0,2026-03-25
NCT02867592,"Adrenal Cortical Carcinoma; Alveolar Soft Part Sarcoma; Central Nervous System Neoplasm; Childhood Clear Cell Sarcoma of Soft Tissue; Clear Cell Sarcoma of Soft Tissue; Ewing Sarcoma; Hepatoblastoma; Hepatocellular Carcinoma; Osteosarcoma; Recurrent Adrenal Cortical Carcinoma; Recurrent Alveolar Soft Part Sarcoma; Recurrent Clear Cell Sarcoma of Soft Tissue; Recurrent Ewing Sarcoma; Recurrent Hepatoblastoma; Recurrent Hepatocellular Carcinoma; Recurrent Kidney Wilms Tumor; Recurrent Malignant Solid Neoplasm; Recurrent Osteosarcoma; Recurrent Primary Malignant Central Nervous System Neoplasm; Recurrent Renal Cell Carcinoma; Recurrent Rhabdomyosarcoma; Recurrent Soft Tissue Sarcoma; Recurrent Thyroid Gland Medullary Carcinoma; Refractory Adrenal Cortical Carcinoma; Refractory Alveolar Soft Part Sarcoma; Refractory Clear Cell Sarcoma of Soft Tissue; Refractory Ewing Sarcoma; Refractory Hepatoblastoma; Refractory Hepatocellular Carcinoma; Refractory Malignant Solid Neoplasm; Refractory Osteosarcoma; Refractory Primary Central Nervous System Neoplasm; Refractory Primary Malignant Central Nervous System Neoplasm; Refractory Renal Cell Carcinoma; Refractory Rhabdomyosarcoma; Refractory Soft Tissue Sarcoma; Refractory Thyroid Gland Medullary Carcinoma; Refractory Wilms Tumor; Renal Cell Carcinoma; Rhabdomyosarcoma; Soft Tissue Sarcoma; Solid Neoplasm; Thyroid Gland Medullary Carcinoma; Wilms Tumor; Adrenocortical Carcinoma; Sarcoma, Alveolar Soft Part; Central Nervous System Neoplasms; Sarcoma, Clear Cell; Sarcoma, Ewing; Hepatoblastoma; Carcinoma, Hepatocellular; Osteosarcoma; Wilms Tumor; Carcinoma, Renal Cell; Rhabdomyosarcoma; Sarcoma; Carcinoma, Medullary",Wilms Tumor,"Cabozantinib, Cabozantinib S-malate, Pharmacological Study",42.74,15.9,67.5,13.0,,,,,0.0,2026-03-25
NCT02112656,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma; Neoplasms, Glandular and Epithelial; Neoplasms by Histologic Type; Neoplasms; Adenocarcinoma; Liver Neoplasms; Digestive System Neoplasms; Neoplasms by Site; Digestive System Diseases; Liver Diseases",Dummy Infusion,"ThermoDox, Dummy infusion",,47.93,,277.0,16.78,12.86,21.32,277.0,,2024-08-20
NCT02112656,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma; Neoplasms, Glandular and Epithelial; Neoplasms by Histologic Type; Neoplasms; Adenocarcinoma; Liver Neoplasms; Digestive System Neoplasms; Neoplasms by Site; Digestive System Diseases; Liver Diseases",ThermoDox 50 mg/m2,"ThermoDox, Dummy infusion",58.06,45.53,,277.0,19.31,15.72,25.2,277.0,,2024-08-20
NCT02670122,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Adverse Events,DEB-TACE,,,,,,,,,,2021-03-30
NCT02216773,Liver Resection; Cancer; Neoplasms,Portal Vein Embolization (PVE),"Radiofrequency assisted liver partition with portal vein ligation (RALPP), Portal vein embolization (PVE)",,,,,,,,,,2019-11-07
NCT02216773,Liver Resection; Cancer; Neoplasms,Radiofrequency Assisted Liver Partition and Ligation (RALPPS),"Radiofrequency assisted liver partition with portal vein ligation (RALPP), Portal vein embolization (PVE)",,,,,,,,,,2019-11-07
NCT00427973,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",Singe Arm Open Label Study With AZD2171 at 30 mg Daily,"cediranib maleate, laboratory biomarker analysis, computed tomography, dynamic contrast-enhanced magnetic resonance imaging, pharmacological study",11.7,7.5,13.6,17.0,77.0,60.0,99.0,17.0,,2016-10-31
NCT05061537,"Renal Cell Cancer; Melanoma; Non-Small-Cell Lung Cancer; Hepatocellular Cancer; Bladder Cancer; Sarcoma; Head and Neck Cancer; Colorectal Cancer; Ovarian Cancer; Squamous Cell Carcinoma; Carcinoma, Renal Cell; Melanoma; Carcinoma, Non-Small-Cell Lung; Liver Neoplasms; Urinary Bladder Neoplasms; Sarcoma; Head and Neck Neoplasms; Colorectal Neoplasms; Ovarian Neoplasms; Carcinoma, Squamous Cell",Part 1A PF-07263689 2*10^8 PFU,"PF-07263689, Sasanlimab",,,,,,,,,,2024-04-12
NCT05061537,"Renal Cell Cancer; Melanoma; Non-Small-Cell Lung Cancer; Hepatocellular Cancer; Bladder Cancer; Sarcoma; Head and Neck Cancer; Colorectal Cancer; Ovarian Cancer; Squamous Cell Carcinoma; Carcinoma, Renal Cell; Melanoma; Carcinoma, Non-Small-Cell Lung; Liver Neoplasms; Urinary Bladder Neoplasms; Sarcoma; Head and Neck Neoplasms; Colorectal Neoplasms; Ovarian Neoplasms; Carcinoma, Squamous Cell",Part 1A PF-07263689 20*10^8PFU,"PF-07263689, Sasanlimab",,,,,,,,,,2024-04-12
NCT05061537,"Renal Cell Cancer; Melanoma; Non-Small-Cell Lung Cancer; Hepatocellular Cancer; Bladder Cancer; Sarcoma; Head and Neck Cancer; Colorectal Cancer; Ovarian Cancer; Squamous Cell Carcinoma; Carcinoma, Renal Cell; Melanoma; Carcinoma, Non-Small-Cell Lung; Liver Neoplasms; Urinary Bladder Neoplasms; Sarcoma; Head and Neck Neoplasms; Colorectal Neoplasms; Ovarian Neoplasms; Carcinoma, Squamous Cell",Part 1A PF-07263689 6*10^8 PFU,"PF-07263689, Sasanlimab",,,,,,,,,,2024-04-12
NCT02254681,Intrahepatic Cholangiocarcinoma; Cholangiocarcinoma,Treatment,"Gemcitabine, Cisplatin, low dose radiotherapy",,,,,,,,,,2018-10-03
NCT00410956,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",UNRESECTABLE PRIMARY HEPATIC MALIGNANCY,"bevacizumab, dexamethasone, floxuridine, protein expression analysis, flow cytometry, immunoenzyme technique, immunohistochemistry staining method, immunologic technique, laboratory biomarker analysis, dynamic contrast-enhanced magnetic resonance imaging",31.1,14.0,33.59,22.0,,,,,,2024-12-10
NCT00576199,Liver Cancer; Liver Neoplasms,Bevacizumab 5 mg/kg,"Bevacizumab, Transarterial chemoembolisation (TACE)",19.9,10.3,27.6,30.0,11.6,6.3,15.7,30.0,86.7,2014-08-29
NCT00759109,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Arm A - PegIntron,"Peginterferon alfa-2b, Observation (no treatment)",,,,,,,,,,2017-04-07
NCT00759109,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Arm B - Control,"Peginterferon alfa-2b, Observation (no treatment)",,,,,,,,,,2017-04-07
NCT02658019,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Pembrolizumab in Advanced HCC,Pembrolizumab,11.0,7.0,19.0,28.0,4.5,2.0,7.0,28.0,32.0,2020-11-12
NCT01581307,Liver Cancer; Pancreatic Cancer; Liver Neoplasms; Pancreatic Neoplasms,2nd Line Chemotherapy With Radiotherapy,"FOLFOX7 (Folinic acid, 5-Fluorouracil, and Oxaliplatin), TheraSpheres",14.09,1.379,27.79,8.0,,,,,0.0,2017-03-03
NCT01551212,Liver Transplantation,Everolimus/Tacrolimus,"Everolimus, Tacrolimus, Corticosteroids",,,,,,,,,,2019-05-10
NCT01551212,Liver Transplantation,Tacrolimus,"Everolimus, Tacrolimus, Corticosteroids",,,,,,,,,,2019-05-10
NCT02837029,"Stage IIIA Hepatocellular Carcinoma; Stage IIIB Hepatocellular Carcinoma; Stage IIIC Hepatocellular Carcinoma; Stage IVA Hepatocellular Carcinoma; Stage IVB Hepatocellular Carcinoma; Carcinoma, Hepatocellular","Phase I, Nivolumab Dose Lvl 1 (80mg IV Every 2 Weeks)","Laboratory Biomarker Analysis, Nivolumab, Yttrium Y 90 Glass Microspheres",14.65,8.77,14.65,5.0,,,,,,2022-01-25
NCT02837029,"Stage IIIA Hepatocellular Carcinoma; Stage IIIB Hepatocellular Carcinoma; Stage IIIC Hepatocellular Carcinoma; Stage IVA Hepatocellular Carcinoma; Stage IVB Hepatocellular Carcinoma; Carcinoma, Hepatocellular","Phase I, Nivolumab Dose Lvl 2 (240mg IV Every 2 Weeks)","Laboratory Biomarker Analysis, Nivolumab, Yttrium Y 90 Glass Microspheres",4.5,2.3,9.36,5.0,,,,,,2022-01-25
NCT00534001,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Arm I (1-week run-in),"bupropion hydrochloride, placebo",,,,,,,,,,2017-05-30
NCT00534001,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Arm II (4-week run-in),"bupropion hydrochloride, placebo",,,,,,,,,,2017-05-30
NCT04175912,"Metastatic Cholangiocarcinoma; Metastatic Hepatocellular Carcinoma; Stage III Hepatocellular Carcinoma AJCC v8; Stage III Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIA Hepatocellular Carcinoma AJCC v8; Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIB Hepatocellular Carcinoma AJCC v8; Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8; Stage IV Hepatocellular Carcinoma AJCC v8; Stage IV Intrahepatic Cholangiocarcinoma AJCC v8; Stage IVA Hepatocellular Carcinoma AJCC v8; Stage IVB Hepatocellular Carcinoma AJCC v8; Unresectable Cholangiocarcinoma; Unresectable Hepatocellular Carcinoma; Unresectable Intrahepatic Cholangiocarcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular",Arm A (Pevonedistat),"Carboplatin, Paclitaxel, Pevonedistat",4.8,4.04,12.5,17.0,1.54,1.41,2.1,17.0,0.0,2025-11-17
NCT04175912,"Metastatic Cholangiocarcinoma; Metastatic Hepatocellular Carcinoma; Stage III Hepatocellular Carcinoma AJCC v8; Stage III Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIA Hepatocellular Carcinoma AJCC v8; Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIB Hepatocellular Carcinoma AJCC v8; Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8; Stage IV Hepatocellular Carcinoma AJCC v8; Stage IV Intrahepatic Cholangiocarcinoma AJCC v8; Stage IVA Hepatocellular Carcinoma AJCC v8; Stage IVB Hepatocellular Carcinoma AJCC v8; Unresectable Cholangiocarcinoma; Unresectable Hepatocellular Carcinoma; Unresectable Intrahepatic Cholangiocarcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular","Arm B (Pevonedistat, Paclitaxel, Carboplatin)","Carboplatin, Paclitaxel, Pevonedistat",6.54,4.2,14.8,17.0,2.92,1.71,5.55,17.0,0.0,2025-11-17
NCT04401800,"Hepatocellular Carcinoma; Unresectable Hepatocellular Carcinoma; Metastatic Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Lenvatinib With Tislelizumab,"Lenvatinib, Tislelizumab",,,,,,,,,38.7,2025-03-10
NCT01387295,Metastatic Breast Cancer; Liver Metastases; Breast Neoplasms,Chemotherapy,"oxaliplatin, capecitabine, trastuzumab",,,,,,,,,,2023-12-11
NCT03883607,Non Alcoholic Steatohepatitis; Non-alcoholic Fatty Liver Disease,Elafibranor 120 mg,"Elafibranor 80mg, Elafibranor 120mg",,,,,,,,,,2021-10-28
NCT03883607,Non Alcoholic Steatohepatitis; Non-alcoholic Fatty Liver Disease,Elafibranor 80 mg,"Elafibranor 80mg, Elafibranor 120mg",,,,,,,,,,2021-10-28
NCT00526331,"Esophageal Diseases; Gastrointestinal Diseases; Disorder of the Genitourinary System; Gynecologic Diseases; Kidney Diseases; Liver Diseases; Pancreatic Diseases; Prostate Cancer; Spinal Disease; Esophageal Diseases; Gastrointestinal Diseases; Urogenital Diseases; Genital Diseases, Female; Kidney Diseases; Liver Diseases; Pancreatic Diseases; Prostatic Neoplasms; Spinal Diseases",Overall Study,"Vigileo Monitor, FloTrac Sensor",,,,,,,,,,2012-01-16
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Placebo,"Sorafenib (Nexavar, BAY43-9006), Placebo",241.0,206.0,276.0,303.0,,,,,,2014-10-31
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Placebo Arm Double-Blind Phase (Interim Data Only),"Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2014-10-31
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms","Placebo Arm, Complete Double-Blind Phase","Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2014-10-31
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Sorafenib (Nexavar) Arm Complete (Incl. Open Label Phase),"Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2014-10-31
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Sorafenib (Nexavar) Arm Double-Blind Phase (Interim Data Only),"Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2014-10-31
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms","Sorafenib (Nexavar, BAY43-9006)","Sorafenib (Nexavar, BAY43-9006), Placebo",324.0,286.0,405.0,299.0,,,,,,2014-10-31
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Subjects Switching From Placebo to Sorafenib (Open Label Only),"Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2014-10-31
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 150mg Monotherapy,"PF-06952229, Enzalutamide",,,,,,,,,0.0,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 20mg Monotherapy,"PF-06952229, Enzalutamide",,,,,,,,,0.0,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 250mg Monotherapy,"PF-06952229, Enzalutamide",,,,,,,,,0.0,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 375mg Monotherapy,"PF-06952229, Enzalutamide",,,,,,,,,7.1,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 40mg Monotherapy,"PF-06952229, Enzalutamide",,,,,,,,,0.0,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 500mg Monotherapy,"PF-06952229, Enzalutamide",,,,,,,,,0.0,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 80mg Monotherapy,"PF-06952229, Enzalutamide",,,,,,,,,0.0,2024-06-26
