Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated,Trial start date,Trial completion date
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 9 - Recurrent or Refractory Wilms Tumor,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 4-Recurrent or Refractory Adrenocortical Carcinoma,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 5-Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 6 - Neuroblastoma-MIBG Positive Without Measurable Disease,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 7-Neuroblastoma With Measurable Disease,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30,2009-01,2013-10
NCT01790633,"HIV; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; AIDS; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; Acquired Immunodeficiency Syndrome",Rapid Testing,"ELISA, Rapid Test",,,,,,,,,,2016-12-13,2013-02,2013-10
NCT01790633,"HIV; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; AIDS; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; Acquired Immunodeficiency Syndrome",Standard Testing With ELISA,"ELISA, Rapid Test",,,,,,,,,,2016-12-13,2013-02,2013-10
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Mild Hepatic Impairment,Carfilzomib,,,,,,,,,,2017-05-02,2013-10,2015-09
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Moderate Hepatic Impairment,Carfilzomib,,,,,,,,,,2017-05-02,2013-10,2015-09
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Normal Hepatic Function,Carfilzomib,,,,,,,,,,2017-05-02,2013-10,2015-09
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Severe Hepatic Impairment,Carfilzomib,,,,,,,,,,2017-05-02,2013-10,2015-09
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase II: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W,"Spartalizumab, Capmatinib",14.88,9.0,19.48,32.0,2.79,2.6,3.88,32.0,9.4,2023-07-03,2016-06-15,2021-06-24
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase II: Spartalizumab 300 mg Q3W,"Spartalizumab, Capmatinib",9.78,3.65,22.31,30.0,2.79,1.45,4.07,30.0,10.0,2023-07-03,2016-06-15,2021-06-24
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase Ib: Capmatinib 200 mg BID + Spartalizumab 300 mg Q3W,"Spartalizumab, Capmatinib",14.98,2.37,,6.0,3.42,1.18,,6.0,,2023-07-03,2016-06-15,2021-06-24
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase Ib: Capmatinib 300 mg BID + Spartalizumab 300 mg Q3W,"Spartalizumab, Capmatinib",12.11,1.68,19.45,10.0,4.44,1.25,,10.0,,2023-07-03,2016-06-15,2021-06-24
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase Ib: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W,"Spartalizumab, Capmatinib",16.53,2.83,,11.0,1.35,1.22,13.73,11.0,,2023-07-03,2016-06-15,2021-06-24
NCT02013778,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",TACE + HCQ,HCQ,,,,,,,,,,2020-04-20,2013-11,2019-02
NCT02520141,"Cholangiocarcinoma; Liver and Intrahepatic Bile Duct Carcinoma; Stage III Gallbladder Cancer AJCC v7; Stage III Intrahepatic Cholangiocarcinoma AJCC v7; Stage IIIA Gallbladder Cancer AJCC v7; Stage IIIB Gallbladder Cancer AJCC v7; Stage IV Gallbladder Cancer AJCC v7; Stage IVA Gallbladder Cancer AJCC v7; Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7; Stage IVB Gallbladder Cancer AJCC v7; Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7; Unresectable Gallbladder Carcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular; Gallbladder Neoplasms","Phase II Open-label, Single Arm Study of Ramucirumab Administered at 8 mg/kg IV","Laboratory Biomarker Analysis, Ramucirumab",,,,,,,,,1.0,2023-06-15,2015-12-29,2022-06-29
NCT02520141,"Cholangiocarcinoma; Liver and Intrahepatic Bile Duct Carcinoma; Stage III Gallbladder Cancer AJCC v7; Stage III Intrahepatic Cholangiocarcinoma AJCC v7; Stage IIIA Gallbladder Cancer AJCC v7; Stage IIIB Gallbladder Cancer AJCC v7; Stage IV Gallbladder Cancer AJCC v7; Stage IVA Gallbladder Cancer AJCC v7; Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7; Stage IVB Gallbladder Cancer AJCC v7; Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7; Unresectable Gallbladder Carcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular; Gallbladder Neoplasms","Phase II Open-label, Single Arm Study of Ramucirumab Administered at 8 mg/kg IV.","Laboratory Biomarker Analysis, Ramucirumab",9.5,5.81,13.6,60.0,,,,,,2023-06-15,2015-12-29,2022-06-29
NCT02185768,Liver Cancer; Liver Neoplasms,DC-BEADS + Idarubicin,"idarubicin, Dc- Beads 300-500µm",18.55,11.73,29.08,46.0,6.57,5.85,11.99,46.0,22.0,2025-07-04,2015-01,2017-10
NCT03199274,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular","Group I (Perflutren Protein-type A Microspheres, CEUS)","Yttrium-90 Microsphere Radioembolization, Perflutren Protein-Type A Microspheres, Dynamic Contrast-Enhanced Ultrasound Imaging",,,,,,,,,,2026-01-02,2017-07-01,2025-01-23
NCT03199274,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Group II (Standard of Care),"Yttrium-90 Microsphere Radioembolization, Perflutren Protein-Type A Microspheres, Dynamic Contrast-Enhanced Ultrasound Imaging",,,,,,,,,,2026-01-02,2017-07-01,2025-01-23
NCT01835223,Advanced Adult Hepatocellular Carcinoma; Non-Resectable Hepatocellular Carcinoma,Treatment (Tivozanib 1.5mg),"Tivozanib (1mg), Tivozanib (1.5mg)",,,,,,,,,,2020-10-28,2013-07-11,2019-11-08
NCT01835223,Advanced Adult Hepatocellular Carcinoma; Non-Resectable Hepatocellular Carcinoma,Treatment (Tivozanib 1mg),"Tivozanib (1mg), Tivozanib (1.5mg)",0.4,0.19,0.6,19.0,,,,,,2020-10-28,2013-07-11,2019-11-08
NCT00365508,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute; Tongue Neoplasms",Arm I,"nicotine lozenge, nicotine patch",,,,,,,,,,2016-03-29,2006-02,2009-08
NCT00365508,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute; Tongue Neoplasms",Arm II,"nicotine lozenge, nicotine patch",,,,,,,,,,2016-03-29,2006-02,2009-08
NCT01258608,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Sorafenib+Mapatumumab 30 mg/kg,"Mapatumumab, Placebo, Sorafenib",10.0,7.3,,50.0,,,,,17.9,2018-12-19,2011-02-08,2017-11-29
NCT01258608,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Sorafenib+Placebo,"Mapatumumab, Placebo, Sorafenib",10.1,8.9,,51.0,,,,,12.5,2018-12-19,2011-02-08,2017-11-29
NCT03579771,Resectable Cholangiocarcinoma; Stage IB Intrahepatic Cholangiocarcinoma AJCC v8; Stage II Intrahepatic Cholangiocarcinoma AJCC v8; Stage III Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8; Cholangiocarcinoma,"Gemcitabine, Cisplatin, Nab-paclitaxel","Cisplatin, Gemcitabine, Nab-paclitaxel",30.0,,,30.0,,,,,,2025-08-15,2018-09-26,2023-09-16
NCT03111732,Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Cancer; Liver Cancer; Gallbladder Cancer; Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Neoplasms; Liver Neoplasms; Gallbladder Neoplasms,1/Arm 1 - Pembrolizumab Plus Oxaliplatin Plus Capecitabine,"Pembrolizumab (MK-3475), Oxaliplatin, Capecitabine",43.0,22.0,66.0,11.0,,,,,,2021-12-03,2017-06-14,2021-11-08
NCT03111732,Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Cancer; Liver Cancer; Gallbladder Cancer; Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Neoplasms; Liver Neoplasms; Gallbladder Neoplasms,Definitely,"Pembrolizumab (MK-3475), Oxaliplatin, Capecitabine",,,,,,,,,,2021-12-03,2017-06-14,2021-11-08
NCT03111732,Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Cancer; Liver Cancer; Gallbladder Cancer; Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Neoplasms; Liver Neoplasms; Gallbladder Neoplasms,Possibly,"Pembrolizumab (MK-3475), Oxaliplatin, Capecitabine",,,,,,,,,,2021-12-03,2017-06-14,2021-11-08
NCT03111732,Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Cancer; Liver Cancer; Gallbladder Cancer; Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Neoplasms; Liver Neoplasms; Gallbladder Neoplasms,Probably,"Pembrolizumab (MK-3475), Oxaliplatin, Capecitabine",,,,,,,,,,2021-12-03,2017-06-14,2021-11-08
NCT03111732,Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Cancer; Liver Cancer; Gallbladder Cancer; Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Neoplasms; Liver Neoplasms; Gallbladder Neoplasms,Unlikely,"Pembrolizumab (MK-3475), Oxaliplatin, Capecitabine",,,,,,,,,,2021-12-03,2017-06-14,2021-11-08
NCT03111732,Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Cancer; Liver Cancer; Gallbladder Cancer; Biliary Tract Neoplasms; Cholangiocarcinoma; Bile Duct Neoplasms; Liver Neoplasms; Gallbladder Neoplasms,Unrelated,"Pembrolizumab (MK-3475), Oxaliplatin, Capecitabine",,,,,,,,,,2021-12-03,2017-06-14,2021-11-08
NCT00101036,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Recurrent Extrahepatic Bile Duct Cancer; Recurrent Gallbladder Cancer; Unresectable Extrahepatic Bile Duct Cancer; Unresectable Gallbladder Cancer; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Gallbladder Neoplasms",Arm 1,"lapatinib ditosylate, laboratory biomarker analysis",5.2,3.3,,17.0,1.8,1.7,5.2,17.0,,2018-04-20,2004-11,2009-01
NCT00101036,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Recurrent Extrahepatic Bile Duct Cancer; Recurrent Gallbladder Cancer; Unresectable Extrahepatic Bile Duct Cancer; Unresectable Gallbladder Cancer; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Gallbladder Neoplasms",Arm 2,"lapatinib ditosylate, laboratory biomarker analysis",6.2,5.1,,40.0,2.3,1.7,5.6,40.0,,2018-04-20,2004-11,2009-01
NCT01387932,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Conventional TACE,"HepaSphere/QuadraSphere Microspheres, PVA, lipiodol, doxorubicin",7.0,3.39,10.61,23.0,,,,,,2021-11-30,2011-06,2021-02
NCT01387932,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",HepaSphere/QuadraSphere TACE,"HepaSphere/QuadraSphere Microspheres, PVA, lipiodol, doxorubicin",9.0,8.02,9.99,27.0,,,,,,2021-11-30,2011-06,2021-02
NCT01177007,"Liver Neoplasms; Liver Neoplasms; Gastrointestinal Diseases; Colonic Diseases; Intestinal Diseases; Rectal Diseases; Neoplastic Processes; Pathologic Processes; Neuroendocrine Tumors; Neuroectodermal Tumors; Neoplasms, Germ Cell and Embryonal; Adenocarcinoma; Neoplasms, Nerve Tissue; Liver Diseases; Neoplasms; Carcinoma; Colorectal Neoplasms; Neoplasm Metastasis; Carcinoma, Neuroendocrine; Neoplasms, Glandular and Epithelial; Neoplasms by Histologic Type; Intestinal Neoplasms; Gastrointestinal Neoplasms; Digestive System Neoplasms; Neoplasms by Site; Digestive System Diseases",TheraSphere,"TheraSphere, Yttrium-90 glass Microspheres",11.7,10.6,12.8,50.0,10.3,7.6,13.0,50.0,,2017-08-28,2010-09,2014-08
NCT01229111,"Adult Primary Cholangiocellular Carcinoma; Advanced Adult Primary Liver Cancer; Cholangiocarcinoma of the Extrahepatic Bile Duct; Cholangiocarcinoma of the Gallbladder; Localized Unresectable Adult Primary Liver Cancer; Periampullary Adenocarcinoma; Recurrent Adult Primary Liver Cancer; Recurrent Extrahepatic Bile Duct Cancer; Recurrent Gallbladder Cancer; Unresectable Extrahepatic Bile Duct Cancer; Unresectable Gallbladder Cancer; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Gallbladder Neoplasms",Treatment (Cediranib Maleate and Modified FOLFOX),"cediranib maleate, oxaliplatin, leucovorin calcium, fluorouracil",19.2,3.0,31.3,13.0,,,,,,2017-03-29,2010-10,2014-03
NCT01360606,Liver Metastases,SBRT - 50 Gy,Stereotactic Body Radiation Therapy,,,,,,,,,,2024-10-10,2012-03-23,2021-02-04
NCT01360606,Liver Metastases,SBRT - 60 Gy,Stereotactic Body Radiation Therapy,,,,,,,,,,2024-10-10,2012-03-23,2021-02-04
NCT00494299,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms; Liver Neoplasms",Placebo,"Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2013-12-20,2006-04,2010-11
NCT00494299,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms; Liver Neoplasms","Sorafenib (Nexavar, BAY43-9006)","Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2013-12-20,2006-04,2010-11
NCT02352259,Liver Metastases,Electrochemotherapy,"Electrochemotherapy, Cliniporator Vitae®, Bleomycin PHC 15 e. (United States Pharmacopeia - USP)",,,,,,,,,,2021-03-24,2013-09,2018-10
NCT02042443,"Adult Cholangiocarcinoma; Advanced Adult Hepatocellular Carcinoma; BCLC Stage C Adult Hepatocellular Carcinoma; BCLC Stage D Adult Hepatocellular Carcinoma; Hilar Cholangiocarcinoma; Localized Non-Resectable Adult Liver Carcinoma; Recurrent Adult Liver Carcinoma; Recurrent Childhood Liver Cancer; Recurrent Extrahepatic Bile Duct Carcinoma; Recurrent Gallbladder Carcinoma; Stage II Gallbladder Cancer; Stage III Childhood Hepatocellular Carcinoma; Stage IIIA Gallbladder Cancer; Stage IIIB Gallbladder Cancer; Stage IV Childhood Hepatocellular Carcinoma; Stage IV Distal Bile Duct Cancer; Stage IVA Gallbladder Cancer; Stage IVB Gallbladder Cancer; Unresectable Extrahepatic Bile Duct Carcinoma; Cholangiocarcinoma; Klatskin Tumor; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Gallbladder Neoplasms",Chemotherapy,"Capecitabine, Fluorouracil, Laboratory Biomarker Analysis, Leucovorin Calcium, Trametinib",7.9,3.2,14.6,20.0,2.8,1.4,6.9,20.0,2.0,2017-09-12,2014-02,2017-04-30
NCT02042443,"Adult Cholangiocarcinoma; Advanced Adult Hepatocellular Carcinoma; BCLC Stage C Adult Hepatocellular Carcinoma; BCLC Stage D Adult Hepatocellular Carcinoma; Hilar Cholangiocarcinoma; Localized Non-Resectable Adult Liver Carcinoma; Recurrent Adult Liver Carcinoma; Recurrent Childhood Liver Cancer; Recurrent Extrahepatic Bile Duct Carcinoma; Recurrent Gallbladder Carcinoma; Stage II Gallbladder Cancer; Stage III Childhood Hepatocellular Carcinoma; Stage IIIA Gallbladder Cancer; Stage IIIB Gallbladder Cancer; Stage IV Childhood Hepatocellular Carcinoma; Stage IV Distal Bile Duct Cancer; Stage IVA Gallbladder Cancer; Stage IVB Gallbladder Cancer; Unresectable Extrahepatic Bile Duct Carcinoma; Cholangiocarcinoma; Klatskin Tumor; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Gallbladder Neoplasms",Trametinib,"Capecitabine, Fluorouracil, Laboratory Biomarker Analysis, Leucovorin Calcium, Trametinib",4.3,3.1,5.1,24.0,1.3,1.2,1.5,24.0,0.0,2017-09-12,2014-02,2017-04-30
NCT03474640,"Advanced Malignancies; Esophageal Neoplasms; Stomach Neoplasms; Nasopharyngeal Carcinoma; Carcinoma, Hepatocellular; Sarcoma; Chondrosarcoma",Part A: 240 mg,"Part A, Part B",,,,,,,,,0.0,2024-11-22,2018-02-21,2022-07-07
NCT03474640,"Advanced Malignancies; Esophageal Neoplasms; Stomach Neoplasms; Nasopharyngeal Carcinoma; Carcinoma, Hepatocellular; Sarcoma; Chondrosarcoma",Part A: 480 mg,"Part A, Part B",,,,,,,,,0.0,2024-11-22,2018-02-21,2022-07-07
NCT03474640,"Advanced Malignancies; Esophageal Neoplasms; Stomach Neoplasms; Nasopharyngeal Carcinoma; Carcinoma, Hepatocellular; Sarcoma; Chondrosarcoma",Part A: 80 mg,"Part A, Part B",,,,,,,,,0.0,2024-11-22,2018-02-21,2022-07-07
NCT03474640,"Advanced Malignancies; Esophageal Neoplasms; Stomach Neoplasms; Nasopharyngeal Carcinoma; Carcinoma, Hepatocellular; Sarcoma; Chondrosarcoma",Part B: Biliary Tract,"Part A, Part B",4.4,3.48,4.86,42.0,2.1,1.8,4.1,42.0,2.0,2024-11-22,2018-02-21,2022-07-07
NCT03474640,"Advanced Malignancies; Esophageal Neoplasms; Stomach Neoplasms; Nasopharyngeal Carcinoma; Carcinoma, Hepatocellular; Sarcoma; Chondrosarcoma",Part B: Esophageal,"Part A, Part B",5.7,0.79,21.72,11.0,2.1,2.1,6.2,11.0,3.0,2024-11-22,2018-02-21,2022-07-07
NCT03474640,"Advanced Malignancies; Esophageal Neoplasms; Stomach Neoplasms; Nasopharyngeal Carcinoma; Carcinoma, Hepatocellular; Sarcoma; Chondrosarcoma",Part B: Gastric/GEJ,"Part A, Part B",3.5,2.33,6.93,29.0,2.1,1.5,4.0,29.0,1.0,2024-11-22,2018-02-21,2022-07-07
